,chunk,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,book,Query,Filename,ISBN13,Title,Author,PublishedDate,ImgURL,NumPages,AvgRtg,Description,BuyLink,Price,Currency,Book,TopEmotion1,TopEmotion2,TopEmotion3,Most Similar,2nd Most Similar,3rd Most Similar
1384,5,0.063193851,0.093509821,0.039282664,0.08411614,0.078992314,0.16823228,0.215627669,0.082408198,0.045260461,0.129376601,Dune 6 - Chapterhouse Dune,Dune 6 - Chapterhouse Dune,Dune 6 - Chapterhouse Dune.txt,"{'type': 'ISBN_13', 'identifier': '9780593201770'}",Chapterhouse: Dune,Frank Herbert,7/7/20,http://books.google.com/books/content?id=ypLqDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,512,,"Frank Herbert's Final Novel in the Magnificent Dune Chronicles--the Bestselling Science Fiction Adventure of All Time The desert planet Arrakis, called Dune, has been destroyed. The remnants of the Old Empire have been consumed by the violent matriarchal cult known as the Honored Matres. Only one faction remains a viable threat to their total conquest--the Bene Gesserit, heirs to Dune's power. Under the leadership of Mother Superior Darwi Odrade, the Bene Gesserit have colonized a green world on the planet Chapterhouse and are turning it into a desert, mile by scorched mile. And once they've mastered breeding sandworms, the Sisterhood will control the production of the greatest commodity in the known galaxy--the spice melange. But their true weapon remains a man who has lived countless lifetimes--a man who served under the God Emperor Paul Muad'Dib....",,,,Dune 6 - Chapterhouse Dune,trust,anticipation,fear,Essays of Michel de Montaigne — Complete by Michel de Montaigne (264),Dune 5 - Heretics of Dune,"Moby Dick; Or, The Whale by Herman Melville (634)"
1385,6,0.062555066,0.103524229,0.046696035,0.07753304,0.07753304,0.160792952,0.208370044,0.080176211,0.042731278,0.140088106,Dune 6 - Chapterhouse Dune,Dune 6 - Chapterhouse Dune,Dune 6 - Chapterhouse Dune.txt,"{'type': 'ISBN_13', 'identifier': '9780593201770'}",Chapterhouse: Dune,Frank Herbert,7/7/20,http://books.google.com/books/content?id=ypLqDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,512,,"Frank Herbert's Final Novel in the Magnificent Dune Chronicles--the Bestselling Science Fiction Adventure of All Time The desert planet Arrakis, called Dune, has been destroyed. The remnants of the Old Empire have been consumed by the violent matriarchal cult known as the Honored Matres. Only one faction remains a viable threat to their total conquest--the Bene Gesserit, heirs to Dune's power. Under the leadership of Mother Superior Darwi Odrade, the Bene Gesserit have colonized a green world on the planet Chapterhouse and are turning it into a desert, mile by scorched mile. And once they've mastered breeding sandworms, the Sisterhood will control the production of the greatest commodity in the known galaxy--the spice melange. But their true weapon remains a man who has lived countless lifetimes--a man who served under the God Emperor Paul Muad'Dib....",,,,Dune 6 - Chapterhouse Dune,trust,anticipation,fear,Essays of Michel de Montaigne — Complete by Michel de Montaigne (264),Dune 5 - Heretics of Dune,"Moby Dick; Or, The Whale by Herman Melville (634)"
1386,7,0.079171742,0.091758019,0.043442956,0.089727974,0.071863581,0.169711734,0.214778725,0.076329679,0.030044661,0.13317093,Dune 6 - Chapterhouse Dune,Dune 6 - Chapterhouse Dune,Dune 6 - Chapterhouse Dune.txt,"{'type': 'ISBN_13', 'identifier': '9780593201770'}",Chapterhouse: Dune,Frank Herbert,7/7/20,http://books.google.com/books/content?id=ypLqDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,512,,"Frank Herbert's Final Novel in the Magnificent Dune Chronicles--the Bestselling Science Fiction Adventure of All Time The desert planet Arrakis, called Dune, has been destroyed. The remnants of the Old Empire have been consumed by the violent matriarchal cult known as the Honored Matres. Only one faction remains a viable threat to their total conquest--the Bene Gesserit, heirs to Dune's power. Under the leadership of Mother Superior Darwi Odrade, the Bene Gesserit have colonized a green world on the planet Chapterhouse and are turning it into a desert, mile by scorched mile. And once they've mastered breeding sandworms, the Sisterhood will control the production of the greatest commodity in the known galaxy--the spice melange. But their true weapon remains a man who has lived countless lifetimes--a man who served under the God Emperor Paul Muad'Dib....",,,,Dune 6 - Chapterhouse Dune,trust,anticipation,fear,Essays of Michel de Montaigne — Complete by Michel de Montaigne (264),Dune 5 - Heretics of Dune,"Moby Dick; Or, The Whale by Herman Melville (634)"
1387,8,0.092996556,0.085342518,0.048603138,0.09797168,0.063145809,0.167240719,0.186758515,0.075392269,0.040949101,0.141599694,Dune 6 - Chapterhouse Dune,Dune 6 - Chapterhouse Dune,Dune 6 - Chapterhouse Dune.txt,"{'type': 'ISBN_13', 'identifier': '9780593201770'}",Chapterhouse: Dune,Frank Herbert,7/7/20,http://books.google.com/books/content?id=ypLqDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,512,,"Frank Herbert's Final Novel in the Magnificent Dune Chronicles--the Bestselling Science Fiction Adventure of All Time The desert planet Arrakis, called Dune, has been destroyed. The remnants of the Old Empire have been consumed by the violent matriarchal cult known as the Honored Matres. Only one faction remains a viable threat to their total conquest--the Bene Gesserit, heirs to Dune's power. Under the leadership of Mother Superior Darwi Odrade, the Bene Gesserit have colonized a green world on the planet Chapterhouse and are turning it into a desert, mile by scorched mile. And once they've mastered breeding sandworms, the Sisterhood will control the production of the greatest commodity in the known galaxy--the spice melange. But their true weapon remains a man who has lived countless lifetimes--a man who served under the God Emperor Paul Muad'Dib....",,,,Dune 6 - Chapterhouse Dune,trust,anticipation,fear,Essays of Michel de Montaigne — Complete by Michel de Montaigne (264),Dune 5 - Heretics of Dune,"Moby Dick; Or, The Whale by Herman Melville (634)"
1388,9,0.046663322,0.117410938,0.030607125,0.083793276,0.081786252,0.155544405,0.21876568,0.091319619,0.042649272,0.13146011,Dune 6 - Chapterhouse Dune,Dune 6 - Chapterhouse Dune,Dune 6 - Chapterhouse Dune.txt,"{'type': 'ISBN_13', 'identifier': '9780593201770'}",Chapterhouse: Dune,Frank Herbert,7/7/20,http://books.google.com/books/content?id=ypLqDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,512,,"Frank Herbert's Final Novel in the Magnificent Dune Chronicles--the Bestselling Science Fiction Adventure of All Time The desert planet Arrakis, called Dune, has been destroyed. The remnants of the Old Empire have been consumed by the violent matriarchal cult known as the Honored Matres. Only one faction remains a viable threat to their total conquest--the Bene Gesserit, heirs to Dune's power. Under the leadership of Mother Superior Darwi Odrade, the Bene Gesserit have colonized a green world on the planet Chapterhouse and are turning it into a desert, mile by scorched mile. And once they've mastered breeding sandworms, the Sisterhood will control the production of the greatest commodity in the known galaxy--the spice melange. But their true weapon remains a man who has lived countless lifetimes--a man who served under the God Emperor Paul Muad'Dib....",,,,Dune 6 - Chapterhouse Dune,trust,anticipation,fear,Essays of Michel de Montaigne — Complete by Michel de Montaigne (264),Dune 5 - Heretics of Dune,"Moby Dick; Or, The Whale by Herman Melville (634)"
1389,10,0.071847507,0.102150538,0.036656891,0.068426197,0.08455523,0.161779081,0.223362659,0.080156403,0.05083089,0.120234604,Dune 6 - Chapterhouse Dune,Dune 6 - Chapterhouse Dune,Dune 6 - Chapterhouse Dune.txt,"{'type': 'ISBN_13', 'identifier': '9780593201770'}",Chapterhouse: Dune,Frank Herbert,7/7/20,http://books.google.com/books/content?id=ypLqDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,512,,"Frank Herbert's Final Novel in the Magnificent Dune Chronicles--the Bestselling Science Fiction Adventure of All Time The desert planet Arrakis, called Dune, has been destroyed. The remnants of the Old Empire have been consumed by the violent matriarchal cult known as the Honored Matres. Only one faction remains a viable threat to their total conquest--the Bene Gesserit, heirs to Dune's power. Under the leadership of Mother Superior Darwi Odrade, the Bene Gesserit have colonized a green world on the planet Chapterhouse and are turning it into a desert, mile by scorched mile. And once they've mastered breeding sandworms, the Sisterhood will control the production of the greatest commodity in the known galaxy--the spice melange. But their true weapon remains a man who has lived countless lifetimes--a man who served under the God Emperor Paul Muad'Dib....",,,,Dune 6 - Chapterhouse Dune,trust,anticipation,fear,Essays of Michel de Montaigne — Complete by Michel de Montaigne (264),Dune 5 - Heretics of Dune,"Moby Dick; Or, The Whale by Herman Melville (634)"
1390,11,0.061650485,0.097572816,0.044660194,0.089805825,0.07815534,0.164563107,0.226213592,0.072815534,0.037378641,0.127184466,Dune 6 - Chapterhouse Dune,Dune 6 - Chapterhouse Dune,Dune 6 - Chapterhouse Dune.txt,"{'type': 'ISBN_13', 'identifier': '9780593201770'}",Chapterhouse: Dune,Frank Herbert,7/7/20,http://books.google.com/books/content?id=ypLqDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,512,,"Frank Herbert's Final Novel in the Magnificent Dune Chronicles--the Bestselling Science Fiction Adventure of All Time The desert planet Arrakis, called Dune, has been destroyed. The remnants of the Old Empire have been consumed by the violent matriarchal cult known as the Honored Matres. Only one faction remains a viable threat to their total conquest--the Bene Gesserit, heirs to Dune's power. Under the leadership of Mother Superior Darwi Odrade, the Bene Gesserit have colonized a green world on the planet Chapterhouse and are turning it into a desert, mile by scorched mile. And once they've mastered breeding sandworms, the Sisterhood will control the production of the greatest commodity in the known galaxy--the spice melange. But their true weapon remains a man who has lived countless lifetimes--a man who served under the God Emperor Paul Muad'Dib....",,,,Dune 6 - Chapterhouse Dune,trust,anticipation,fear,Essays of Michel de Montaigne — Complete by Michel de Montaigne (264),Dune 5 - Heretics of Dune,"Moby Dick; Or, The Whale by Herman Melville (634)"
1391,12,0.079178886,0.100544617,0.039379975,0.088395475,0.06954336,0.166736489,0.203183913,0.082111437,0.054880603,0.116045245,Dune 6 - Chapterhouse Dune,Dune 6 - Chapterhouse Dune,Dune 6 - Chapterhouse Dune.txt,"{'type': 'ISBN_13', 'identifier': '9780593201770'}",Chapterhouse: Dune,Frank Herbert,7/7/20,http://books.google.com/books/content?id=ypLqDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,512,,"Frank Herbert's Final Novel in the Magnificent Dune Chronicles--the Bestselling Science Fiction Adventure of All Time The desert planet Arrakis, called Dune, has been destroyed. The remnants of the Old Empire have been consumed by the violent matriarchal cult known as the Honored Matres. Only one faction remains a viable threat to their total conquest--the Bene Gesserit, heirs to Dune's power. Under the leadership of Mother Superior Darwi Odrade, the Bene Gesserit have colonized a green world on the planet Chapterhouse and are turning it into a desert, mile by scorched mile. And once they've mastered breeding sandworms, the Sisterhood will control the production of the greatest commodity in the known galaxy--the spice melange. But their true weapon remains a man who has lived countless lifetimes--a man who served under the God Emperor Paul Muad'Dib....",,,,Dune 6 - Chapterhouse Dune,trust,anticipation,fear,Essays of Michel de Montaigne — Complete by Michel de Montaigne (264),Dune 5 - Heretics of Dune,"Moby Dick; Or, The Whale by Herman Melville (634)"
1392,13,0.074235808,0.112663755,0.03231441,0.087772926,0.070305677,0.168995633,0.201746725,0.07860262,0.044541485,0.128820961,Dune 6 - Chapterhouse Dune,Dune 6 - Chapterhouse Dune,Dune 6 - Chapterhouse Dune.txt,"{'type': 'ISBN_13', 'identifier': '9780593201770'}",Chapterhouse: Dune,Frank Herbert,7/7/20,http://books.google.com/books/content?id=ypLqDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,512,,"Frank Herbert's Final Novel in the Magnificent Dune Chronicles--the Bestselling Science Fiction Adventure of All Time The desert planet Arrakis, called Dune, has been destroyed. The remnants of the Old Empire have been consumed by the violent matriarchal cult known as the Honored Matres. Only one faction remains a viable threat to their total conquest--the Bene Gesserit, heirs to Dune's power. Under the leadership of Mother Superior Darwi Odrade, the Bene Gesserit have colonized a green world on the planet Chapterhouse and are turning it into a desert, mile by scorched mile. And once they've mastered breeding sandworms, the Sisterhood will control the production of the greatest commodity in the known galaxy--the spice melange. But their true weapon remains a man who has lived countless lifetimes--a man who served under the God Emperor Paul Muad'Dib....",,,,Dune 6 - Chapterhouse Dune,trust,anticipation,fear,Essays of Michel de Montaigne — Complete by Michel de Montaigne (264),Dune 5 - Heretics of Dune,"Moby Dick; Or, The Whale by Herman Melville (634)"
1393,14,0.071867612,0.105910165,0.0321513,0.088416076,0.08321513,0.177304965,0.199054374,0.080378251,0.044444444,0.117257683,Dune 6 - Chapterhouse Dune,Dune 6 - Chapterhouse Dune,Dune 6 - Chapterhouse Dune.txt,"{'type': 'ISBN_13', 'identifier': '9780593201770'}",Chapterhouse: Dune,Frank Herbert,7/7/20,http://books.google.com/books/content?id=ypLqDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,512,,"Frank Herbert's Final Novel in the Magnificent Dune Chronicles--the Bestselling Science Fiction Adventure of All Time The desert planet Arrakis, called Dune, has been destroyed. The remnants of the Old Empire have been consumed by the violent matriarchal cult known as the Honored Matres. Only one faction remains a viable threat to their total conquest--the Bene Gesserit, heirs to Dune's power. Under the leadership of Mother Superior Darwi Odrade, the Bene Gesserit have colonized a green world on the planet Chapterhouse and are turning it into a desert, mile by scorched mile. And once they've mastered breeding sandworms, the Sisterhood will control the production of the greatest commodity in the known galaxy--the spice melange. But their true weapon remains a man who has lived countless lifetimes--a man who served under the God Emperor Paul Muad'Dib....",,,,Dune 6 - Chapterhouse Dune,trust,anticipation,fear,Essays of Michel de Montaigne — Complete by Michel de Montaigne (264),Dune 5 - Heretics of Dune,"Moby Dick; Or, The Whale by Herman Melville (634)"
1394,15,0.073309241,0.109963862,0.034589572,0.097573567,0.074341766,0.17346412,0.196695922,0.08002065,0.051109964,0.108931337,Dune 6 - Chapterhouse Dune,Dune 6 - Chapterhouse Dune,Dune 6 - Chapterhouse Dune.txt,"{'type': 'ISBN_13', 'identifier': '9780593201770'}",Chapterhouse: Dune,Frank Herbert,7/7/20,http://books.google.com/books/content?id=ypLqDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,512,,"Frank Herbert's Final Novel in the Magnificent Dune Chronicles--the Bestselling Science Fiction Adventure of All Time The desert planet Arrakis, called Dune, has been destroyed. The remnants of the Old Empire have been consumed by the violent matriarchal cult known as the Honored Matres. Only one faction remains a viable threat to their total conquest--the Bene Gesserit, heirs to Dune's power. Under the leadership of Mother Superior Darwi Odrade, the Bene Gesserit have colonized a green world on the planet Chapterhouse and are turning it into a desert, mile by scorched mile. And once they've mastered breeding sandworms, the Sisterhood will control the production of the greatest commodity in the known galaxy--the spice melange. But their true weapon remains a man who has lived countless lifetimes--a man who served under the God Emperor Paul Muad'Dib....",,,,Dune 6 - Chapterhouse Dune,trust,anticipation,fear,Essays of Michel de Montaigne — Complete by Michel de Montaigne (264),Dune 5 - Heretics of Dune,"Moby Dick; Or, The Whale by Herman Melville (634)"
1395,16,0.074502545,0.086996761,0.045812124,0.099490976,0.064322073,0.169828783,0.200832948,0.087922258,0.044423878,0.125867654,Dune 6 - Chapterhouse Dune,Dune 6 - Chapterhouse Dune,Dune 6 - Chapterhouse Dune.txt,"{'type': 'ISBN_13', 'identifier': '9780593201770'}",Chapterhouse: Dune,Frank Herbert,7/7/20,http://books.google.com/books/content?id=ypLqDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,512,,"Frank Herbert's Final Novel in the Magnificent Dune Chronicles--the Bestselling Science Fiction Adventure of All Time The desert planet Arrakis, called Dune, has been destroyed. The remnants of the Old Empire have been consumed by the violent matriarchal cult known as the Honored Matres. Only one faction remains a viable threat to their total conquest--the Bene Gesserit, heirs to Dune's power. Under the leadership of Mother Superior Darwi Odrade, the Bene Gesserit have colonized a green world on the planet Chapterhouse and are turning it into a desert, mile by scorched mile. And once they've mastered breeding sandworms, the Sisterhood will control the production of the greatest commodity in the known galaxy--the spice melange. But their true weapon remains a man who has lived countless lifetimes--a man who served under the God Emperor Paul Muad'Dib....",,,,Dune 6 - Chapterhouse Dune,trust,anticipation,fear,Essays of Michel de Montaigne — Complete by Michel de Montaigne (264),Dune 5 - Heretics of Dune,"Moby Dick; Or, The Whale by Herman Melville (634)"
1396,17,0.074853229,0.102739726,0.034735812,0.086105675,0.06409002,0.163894325,0.225048924,0.069960861,0.036692759,0.141878669,Dune 6 - Chapterhouse Dune,Dune 6 - Chapterhouse Dune,Dune 6 - Chapterhouse Dune.txt,"{'type': 'ISBN_13', 'identifier': '9780593201770'}",Chapterhouse: Dune,Frank Herbert,7/7/20,http://books.google.com/books/content?id=ypLqDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,512,,"Frank Herbert's Final Novel in the Magnificent Dune Chronicles--the Bestselling Science Fiction Adventure of All Time The desert planet Arrakis, called Dune, has been destroyed. The remnants of the Old Empire have been consumed by the violent matriarchal cult known as the Honored Matres. Only one faction remains a viable threat to their total conquest--the Bene Gesserit, heirs to Dune's power. Under the leadership of Mother Superior Darwi Odrade, the Bene Gesserit have colonized a green world on the planet Chapterhouse and are turning it into a desert, mile by scorched mile. And once they've mastered breeding sandworms, the Sisterhood will control the production of the greatest commodity in the known galaxy--the spice melange. But their true weapon remains a man who has lived countless lifetimes--a man who served under the God Emperor Paul Muad'Dib....",,,,Dune 6 - Chapterhouse Dune,trust,anticipation,fear,Essays of Michel de Montaigne — Complete by Michel de Montaigne (264),Dune 5 - Heretics of Dune,"Moby Dick; Or, The Whale by Herman Melville (634)"
1397,18,0.078996283,0.086431227,0.05204461,0.092936803,0.070167286,0.172862454,0.212825279,0.066449814,0.044609665,0.12267658,Dune 6 - Chapterhouse Dune,Dune 6 - Chapterhouse Dune,Dune 6 - Chapterhouse Dune.txt,"{'type': 'ISBN_13', 'identifier': '9780593201770'}",Chapterhouse: Dune,Frank Herbert,7/7/20,http://books.google.com/books/content?id=ypLqDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,512,,"Frank Herbert's Final Novel in the Magnificent Dune Chronicles--the Bestselling Science Fiction Adventure of All Time The desert planet Arrakis, called Dune, has been destroyed. The remnants of the Old Empire have been consumed by the violent matriarchal cult known as the Honored Matres. Only one faction remains a viable threat to their total conquest--the Bene Gesserit, heirs to Dune's power. Under the leadership of Mother Superior Darwi Odrade, the Bene Gesserit have colonized a green world on the planet Chapterhouse and are turning it into a desert, mile by scorched mile. And once they've mastered breeding sandworms, the Sisterhood will control the production of the greatest commodity in the known galaxy--the spice melange. But their true weapon remains a man who has lived countless lifetimes--a man who served under the God Emperor Paul Muad'Dib....",,,,Dune 6 - Chapterhouse Dune,trust,anticipation,fear,Essays of Michel de Montaigne — Complete by Michel de Montaigne (264),Dune 5 - Heretics of Dune,"Moby Dick; Or, The Whale by Herman Melville (634)"
1398,19,0.096900917,0.091663029,0.053251855,0.112614579,0.04975993,0.18463553,0.175032737,0.087298123,0.050632911,0.098210388,Dune 6 - Chapterhouse Dune,Dune 6 - Chapterhouse Dune,Dune 6 - Chapterhouse Dune.txt,"{'type': 'ISBN_13', 'identifier': '9780593201770'}",Chapterhouse: Dune,Frank Herbert,7/7/20,http://books.google.com/books/content?id=ypLqDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,512,,"Frank Herbert's Final Novel in the Magnificent Dune Chronicles--the Bestselling Science Fiction Adventure of All Time The desert planet Arrakis, called Dune, has been destroyed. The remnants of the Old Empire have been consumed by the violent matriarchal cult known as the Honored Matres. Only one faction remains a viable threat to their total conquest--the Bene Gesserit, heirs to Dune's power. Under the leadership of Mother Superior Darwi Odrade, the Bene Gesserit have colonized a green world on the planet Chapterhouse and are turning it into a desert, mile by scorched mile. And once they've mastered breeding sandworms, the Sisterhood will control the production of the greatest commodity in the known galaxy--the spice melange. But their true weapon remains a man who has lived countless lifetimes--a man who served under the God Emperor Paul Muad'Dib....",,,,Dune 6 - Chapterhouse Dune,trust,anticipation,fear,Essays of Michel de Montaigne — Complete by Michel de Montaigne (264),Dune 5 - Heretics of Dune,"Moby Dick; Or, The Whale by Herman Melville (634)"
1399,20,0.069482289,0.111262489,0.034514078,0.085831063,0.07493188,0.143051771,0.217075386,0.079473206,0.045413261,0.138964578,Dune 6 - Chapterhouse Dune,Dune 6 - Chapterhouse Dune,Dune 6 - Chapterhouse Dune.txt,"{'type': 'ISBN_13', 'identifier': '9780593201770'}",Chapterhouse: Dune,Frank Herbert,7/7/20,http://books.google.com/books/content?id=ypLqDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,512,,"Frank Herbert's Final Novel in the Magnificent Dune Chronicles--the Bestselling Science Fiction Adventure of All Time The desert planet Arrakis, called Dune, has been destroyed. The remnants of the Old Empire have been consumed by the violent matriarchal cult known as the Honored Matres. Only one faction remains a viable threat to their total conquest--the Bene Gesserit, heirs to Dune's power. Under the leadership of Mother Superior Darwi Odrade, the Bene Gesserit have colonized a green world on the planet Chapterhouse and are turning it into a desert, mile by scorched mile. And once they've mastered breeding sandworms, the Sisterhood will control the production of the greatest commodity in the known galaxy--the spice melange. But their true weapon remains a man who has lived countless lifetimes--a man who served under the God Emperor Paul Muad'Dib....",,,,Dune 6 - Chapterhouse Dune,trust,anticipation,fear,Essays of Michel de Montaigne — Complete by Michel de Montaigne (264),Dune 5 - Heretics of Dune,"Moby Dick; Or, The Whale by Herman Melville (634)"
1400,1,0.075383589,0.094396264,0.04036024,0.084389593,0.086057372,0.172114743,0.192461641,0.095063376,0.040026684,0.119746498,Dune 1 - Dune,Dune 1 - Dune,Dune 1 - Dune.txt,"{'type': 'ISBN_10', 'identifier': '0441013597'}",Dune,Frank Herbert,2005,http://books.google.com/books/content?id=B1hSG45JCX4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,528,4.5,"Follows the adventures of Paul Atreides, the son of a betrayed duke given up for dead on a treacherous desert planet and adopted by its fierce, nomadic people, who help him unravel his most unexpected destiny.",,,,Dune 1 - Dune,trust,fear,anticipation,Dune 3 - Children of Dune,Wuthering Heights by Emily Brontë (256),Dune 2 - Dune Messiah
1401,2,0.078674948,0.103174603,0.0521049,0.09489303,0.062456867,0.173913043,0.1873706,0.07694962,0.053830228,0.11663216,Dune 1 - Dune,Dune 1 - Dune,Dune 1 - Dune.txt,"{'type': 'ISBN_10', 'identifier': '0441013597'}",Dune,Frank Herbert,2005,http://books.google.com/books/content?id=B1hSG45JCX4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,528,4.5,"Follows the adventures of Paul Atreides, the son of a betrayed duke given up for dead on a treacherous desert planet and adopted by its fierce, nomadic people, who help him unravel his most unexpected destiny.",,,,Dune 1 - Dune,trust,fear,anticipation,Dune 3 - Children of Dune,Wuthering Heights by Emily Brontë (256),Dune 2 - Dune Messiah
1402,3,0.068456884,0.105143722,0.054462935,0.100605144,0.070726172,0.172087746,0.183812405,0.079803328,0.051059002,0.113842663,Dune 1 - Dune,Dune 1 - Dune,Dune 1 - Dune.txt,"{'type': 'ISBN_10', 'identifier': '0441013597'}",Dune,Frank Herbert,2005,http://books.google.com/books/content?id=B1hSG45JCX4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,528,4.5,"Follows the adventures of Paul Atreides, the son of a betrayed duke given up for dead on a treacherous desert planet and adopted by its fierce, nomadic people, who help him unravel his most unexpected destiny.",,,,Dune 1 - Dune,trust,fear,anticipation,Dune 3 - Children of Dune,Wuthering Heights by Emily Brontë (256),Dune 2 - Dune Messiah
1403,4,0.064596717,0.092077088,0.048536759,0.07958601,0.061027837,0.156673804,0.241613133,0.066738044,0.044254104,0.144896502,Dune 1 - Dune,Dune 1 - Dune,Dune 1 - Dune.txt,"{'type': 'ISBN_10', 'identifier': '0441013597'}",Dune,Frank Herbert,2005,http://books.google.com/books/content?id=B1hSG45JCX4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,528,4.5,"Follows the adventures of Paul Atreides, the son of a betrayed duke given up for dead on a treacherous desert planet and adopted by its fierce, nomadic people, who help him unravel his most unexpected destiny.",,,,Dune 1 - Dune,trust,fear,anticipation,Dune 3 - Children of Dune,Wuthering Heights by Emily Brontë (256),Dune 2 - Dune Messiah
1404,5,0.079147641,0.098934551,0.054033486,0.086377473,0.045281583,0.180365297,0.222222222,0.065449011,0.056697108,0.111491629,Dune 1 - Dune,Dune 1 - Dune,Dune 1 - Dune.txt,"{'type': 'ISBN_10', 'identifier': '0441013597'}",Dune,Frank Herbert,2005,http://books.google.com/books/content?id=B1hSG45JCX4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,528,4.5,"Follows the adventures of Paul Atreides, the son of a betrayed duke given up for dead on a treacherous desert planet and adopted by its fierce, nomadic people, who help him unravel his most unexpected destiny.",,,,Dune 1 - Dune,trust,fear,anticipation,Dune 3 - Children of Dune,Wuthering Heights by Emily Brontë (256),Dune 2 - Dune Messiah
1405,6,0.077004968,0.083037615,0.0443577,0.094038325,0.063875089,0.185237757,0.202980837,0.073811214,0.053229241,0.122427253,Dune 1 - Dune,Dune 1 - Dune,Dune 1 - Dune.txt,"{'type': 'ISBN_10', 'identifier': '0441013597'}",Dune,Frank Herbert,2005,http://books.google.com/books/content?id=B1hSG45JCX4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,528,4.5,"Follows the adventures of Paul Atreides, the son of a betrayed duke given up for dead on a treacherous desert planet and adopted by its fierce, nomadic people, who help him unravel his most unexpected destiny.",,,,Dune 1 - Dune,trust,fear,anticipation,Dune 3 - Children of Dune,Wuthering Heights by Emily Brontë (256),Dune 2 - Dune Messiah
1406,7,0.078848132,0.079533768,0.065821049,0.11107302,0.049022969,0.21049023,0.172437436,0.088789853,0.050051423,0.093932122,Dune 1 - Dune,Dune 1 - Dune,Dune 1 - Dune.txt,"{'type': 'ISBN_10', 'identifier': '0441013597'}",Dune,Frank Herbert,2005,http://books.google.com/books/content?id=B1hSG45JCX4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,528,4.5,"Follows the adventures of Paul Atreides, the son of a betrayed duke given up for dead on a treacherous desert planet and adopted by its fierce, nomadic people, who help him unravel his most unexpected destiny.",,,,Dune 1 - Dune,trust,fear,anticipation,Dune 3 - Children of Dune,Wuthering Heights by Emily Brontë (256),Dune 2 - Dune Messiah
1407,8,0.099278598,0.100996221,0.050498111,0.10992786,0.052559258,0.195121951,0.150463758,0.095843353,0.040192374,0.105118516,Dune 1 - Dune,Dune 1 - Dune,Dune 1 - Dune.txt,"{'type': 'ISBN_10', 'identifier': '0441013597'}",Dune,Frank Herbert,2005,http://books.google.com/books/content?id=B1hSG45JCX4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,528,4.5,"Follows the adventures of Paul Atreides, the son of a betrayed duke given up for dead on a treacherous desert planet and adopted by its fierce, nomadic people, who help him unravel his most unexpected destiny.",,,,Dune 1 - Dune,trust,fear,anticipation,Dune 3 - Children of Dune,Wuthering Heights by Emily Brontë (256),Dune 2 - Dune Messiah
1408,9,0.083727211,0.089466577,0.062457799,0.107022282,0.0486158,0.200540176,0.173869007,0.078663065,0.045577313,0.11006077,Dune 1 - Dune,Dune 1 - Dune,Dune 1 - Dune.txt,"{'type': 'ISBN_10', 'identifier': '0441013597'}",Dune,Frank Herbert,2005,http://books.google.com/books/content?id=B1hSG45JCX4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,528,4.5,"Follows the adventures of Paul Atreides, the son of a betrayed duke given up for dead on a treacherous desert planet and adopted by its fierce, nomadic people, who help him unravel his most unexpected destiny.",,,,Dune 1 - Dune,trust,fear,anticipation,Dune 3 - Children of Dune,Wuthering Heights by Emily Brontë (256),Dune 2 - Dune Messiah
